name,industry,market_cap,employees,country,headquarters,address,sector,ceo,founded,founders,share_price,website,stock,area_served,revenue
SUZHOU ANJIE TECHNOLOGY," Technology, Computers Hardware",1.268 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
HANGZHOU SHUNWANG TECHNOLOGY," Communication Services, Gaming",1.136 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
FOOSUNG," Basic Materials, Chemicals",1.119 Billion USD,,South Korea,,,,Not found,Not found,,,,,,285 Million USD
OLYMPIC CIRCUIT TECHNOLOGY," Technology, Electronics, Capital Goods",1.005 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
JOHNS LYNG GROUP," Industries, Construction",0.948 Billion USD,,Australia,,,,Not found,Not found,,,,,,620 Million USD
VECTOR GROUP," Consumer Defensive, Tobacco Products, Tobacco and Cigarette, Cigarettes, Consumer Non Durables, Agriculture Products",2.312 Billion USD,,USA,,,,Not found,Not found,,,,,,"1,220 Million USD"
METRO BRANDS LIMITED, Consumer Cyclical,,,India,,,,Not found,Not found,,,,,,168 Million USD
BASF INDIA," Basic Materials, Chemicals",2.176 Billion USD,,India,,,,Not found,Not found,,,,,,"1,637 Million USD"
REVENIO GROUP OYJ," Healthcare, Medical Equipment",2.084 Billion USD,,Finland,,,,Not found,Not found,,,,,,78 Million USD
"SAWAI GROUP HOLDINGS CO., LTD."," Healthcare, Pharmaceutical",1.992 Billion USD,,Japan,,,,Not found,Not found,,,,,,Not found
"CHINA NONFERROUS METAL INDUSTRY'S FOREIGN ENGINEERING AND CONSTRUCTION CO.,LTD."," Basic Materials, Mining",1.970 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
NIPPON KAYAKU," Basic Materials, Chemicals",1.890 Billion USD,,Japan,,,,Not found,Not found,,,,,,"1,349 Million USD"
CONTOURGLOBAL," Renewable Energy, Power Generation, Electricity Generation",1.777 Billion USD,,UK,,,,Not found,2005,,,,,,"2,151 Million USD"
RATHBONE BROTHERS, Asset Management,1.737 Billion USD,,UK,,,,Not found,Not found,,,,,,512 Million USD
CENTRAL BANK OF INDIA," Financial Services, Banking Services",1.707 Billion USD,,India,,,,Not found,Not found,,,,,,"1,565 Million USD"
ATOSS SOFTWARE AG," Technology, Software and IT, Software Products",1.697 Billion USD,,Germany,,,,Not found,Not found,,,,,,97 Million USD
PT PABRIK KERTAS TJIWI KIMIA TBK," Basic Materials, Paper and Pulp",1.640 Billion USD,,Indonesia,,,,Not found,Not found,,,,,,Not found
JACK SEWING MACHINE," Industries, Industry Machinery",1.473 Billion USD,,China,,,,Not found,Not found,,,,,,881 Million USD
ENERGIEDIENST HOLDING AG," Utilities, Electric Utilities, Renewable Energy",1.417 Billion USD,,Switzerland,,,,Not found,Not found,,,,,,"1,124 Million USD"
"TRAVERE THERAPEUTICS, INC."," Healthcare, Biotechnology",1.325 Billion USD,,USA,,,,Not found,Not found,,,,,,227 Million USD
ANHUI GOLDEN SEED WINERY," Consumer Defensive, Alcoholic Beverages, Beverages",1.272 Billion USD,,China,,,,Not found,Not found,,,,,,176 Million USD
KUNSHAN KINGLAI HYGIENIC MATERIALS," Industries, Industry Machinery",1.133 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
"BEIJING FUNSHINE CULTURE MEDIA CO., LTD."," Communication Services, Entertainment",0.842 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
TP ICAP," Financial Services, Stock Markets, Trading, Capital Markets",2.201 Billion USD,,UK,,,,Not found,Not found,,,,,,"2,197 Million USD"
AES TIETE ENERGIA," Utilities, Electric Utilities",1.282 Billion USD,,Brazil,,,,Not found,Not found,,,,,,Not found
"REVOLUTION MEDICINES, INC."," Healthcare, Biotechnology",2.140 Billion USD,,USA,,,,Not found,Not found,,,,,,29 Million USD
VESUVIUS," Basic Materials, Iron and Steel",2.114 Billion USD,,UK,,,,Not found,Not found,,,,,,"1,934 Million USD"
LA SOCIETE INDUSTRIELLE ET FINANCIERE DE L'ARTOIS," Technology, Computers Hardware",1.994 Billion USD,,France,,,,Not found,Not found,,,,,,120 Million USD
BGC PARTNERS," Financial Services, Investments, Stock Markets, Trading, Capital Markets, Technology",1.986 Billion USD,,USA,,,,Not found,Not found,,,,,,"2,015 Million USD"
FBL FINANCIAL GROUP," Financial Services, Insurance",1.281 Billion USD,,USA,,,,Not found,Not found,,,,,,Not found
JIAYUAN INTERNATIONAL GROUP, Real Estate,1.953 Billion USD,,Hong Kong,,,,Not found,2003,,,,,,"2,757 Million USD"
FIBRA DANHOS," Real Estate, Property Investments",1.853 Billion USD,,Mexico,,,,Not found,Not found,,,,,,239 Million USD
TRI-CONTINENTAL CORPORATION," Financial Services, Asset Management",1.820 Billion USD,,USA,,,,Not found,Not found,,,,,,436 Million USD
ZHEJIANG TIANTIE INDUSTRY," Industries, Railway",1.786 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
FIRSTSOURCE SOLUTIONS," Technology, BPO/SPO, Software and IT",1.747 Billion USD,,India,,,,Not found,Not found,,,,,,734 Million USD
GLOBAL NET LEASE," Real Estate, Consumer Services, Property Investments, Commercial Properties",1.734 Billion USD,,USA,,,,Not found,Not found,,,,,,391 Million USD
BASLER," Technology, Electronics, Consumer Electronics",1.719 Billion USD,,Germany,,,,Not found,Not found,,,,,,214 Million USD
SHANGHAI SMI HOLDING CO. LTD, Real Estate,1.711 Billion USD,,China,,,,Not found,Not found,,,,,,"1,338 Million USD"
AKKA TECHNOLOGIES SE," Technology, Software and IT",1.694 Billion USD,,Belgium,,,,Not found,1984,,,,,,"1,503 Million USD"
CHURCHILL CAPITAL CORP VII, Shell Company,1.670 Billion USD,,USA,,,,Not found,Not found,,,,,,0 Million USD
WUXI RURAL COMMERCIAL BANK," Financial Services, Banking Services",1.622 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
JIANGSU ZHANGJIAGANG RURAL COMMERCIAL BANK," Financial Services, Banking Services",1.605 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
EPISTAR CORPORATION," Technology, Electronics, Capital Goods","6,975",,Taiwan,,,,Not found,Not found,,,,,,Not found
DIGITAL CHINA GROUP," Technology, Software and IT",1.592 Billion USD,,China,,,,Not found,Not found,,,,,,"17,810 Million USD"
TELECOM EGYPT COMPANY," Communication Services, Telecom",1.275 Billion USD,,Egypt,,,,Not found,Not found,,,,,,Not found
COMINAR REAL ESTATE INVESTMENT TRUST," Real Estate, Commercial Properties, Investments, Property Investments",1.577 Billion USD,,Canada,,,,Not found,Not found,,,,,,524 Million USD
DRILLING COMPANY OF 1972 A/S," Energy, Oil and Gas",1.545 Billion USD,,Denmark,,,,Not found,Not found,,,,,,"1,267 Million USD"
JILIN YATAI (GROUP)," Industries, Construction Materials, Real Estate, Pharmaceutical, Trading, Conglomerate",1.535 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
SHANGHAI CHLOR-ALKALI CHEMICAL," Basic Materials, Chemicals",1.395 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
ISROTEL," Consumer Cyclical, Hotels",1.239 Billion USD,,Israel,,,,Not found,Not found,,,,,,492 Million USD
CORNERSTONE STRATEGIC VALUE FUND," Financial Services, Asset Management",1.000 Billion USD,,USA,,,,Not found,Not found,,,,,,204 Million USD
BEIJING ORIENTAL JICHENG, Technology,0.996 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
SKYWORTH GROUP," Technology, Electronics, Consumer Electronics",0.833 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
IOOF HOLDINGS LTD," Financial Services, Asset Management",2.244 Billion USD,,Australia,,,,Not found,Not found,,,,,,302 Million USD
J D WETHERSPOON," Consumer Cyclical, Restaurants",2.011 Billion USD,,UK,,,,Not found,Not found,,,,,,909 Million USD
ITOHAM YONEKYU HOLDINGS," Consumer Defensive, FMCG, Package Foods, Food Products",1.955 Billion USD,,Japan,,,,Not found,Not found,,,,,,"6,234 Million USD"
BLIVEX ENERGY TECHNOLOGY," Industries, Batteries",1.920 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
BAPCOR," Consumer Cyclical, Consumer Durables, Retail",1.849 Billion USD,,Australia,,,,Not found,Not found,,,,,,"1,274 Million USD"
VGI PUBLIC COMPANY," Communication Services, Advertising",1.709 Billion USD,,Thailand,,,,Not found,Not found,,,,,,106 Million USD
BROOKFIELD ASSET MANAGEMENT REINSURANCE PARTNERS LTD., Insurance,1.695 Billion USD,,Bermuda,,,,Not found,Not found,,,,,,Not found
ELAN MICROELECTRONICS CORPORATION," Technology, Electronics, Semiconductors",1.672 Billion USD,,Taiwan,,,,Not found,Not found,,,,,,606 Million USD
ADVANCED TECHNOLOGY & MATERIALS," Basic Materials, Mining",1.630 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
CHINA WEST CONSTRUCTION GROUP CO. LTD," Basic Materials, Construction Materials",1.608 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
AMAG AUSTRIA METALL AG," Basic Materials, Aluminum, Metal Fabrication Products",1.568 Billion USD,,Austria,,,,Not found,Not found,,,,,,Not found
DEUTSCHE PFANDBRIEFBANK AG," Financial Services, Banking Services",1.564 Billion USD,,Germany,,,,Not found,Not found,,,,,,591 Million USD
TAIYO HOLDINGS," Basic Materials, Chemicals",1.548 Billion USD,,Japan,,,,Not found,Not found,,,,,,715 Million USD
USA COMPRESSION PARTNERS LP," Energy, Oil and Gas, Utilities, Gas Utilities",1.472 Billion USD,,USA,,,,Not found,Not found,,,,,,632 Million USD
CLINIGEN GROUP," Healthcare, Pharmaceutical",1.155 Billion USD,,UK,,,,Not found,Not found,,,,,,616 Million USD
DONGFANG ELECTRONICS," Industries, Electronics, Electrical Products",1.030 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
"AGORA, INC.", Software and IT,3.930 Billion USD,,China,,,,Not found,Not found,,,,,,24 Million USD
"PENGXIN INTERNATIONAL MINING CO.,LTD"," Basic Materials, Chemicals",2.493 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
COMPANHIADE ELETRICIDADE DO ESTADO DA BAHIA - COELBA," Utilities, Electric Utilities",2.082 Billion USD,,Brazil,,,,Not found,Not found,,,,,,"2,010 Million USD"
IRESS," Technology, Software and IT, Software Products",2.082 Billion USD,,Australia,,,,Not found,Not found,,,,,,440 Million USD
NOVOROSSIYSK COMMERCIAL SEA PORT," Industries, Shipping",2.078 Billion USD,,Russia,,,,Not found,Not found,,,,,,Not found
BILIA AB (PUBL)," Consumer Cyclical, Automobile Dealers, Retail, Automobile Service",2.049 Billion USD,,Sweden,,,,Not found,Not found,,,,,,"3,347 Million USD"
"DREAM FINDERS HOMES, INC."," Construction, Real Estate",1.924 Billion USD,,USA,,,,Not found,2008,,,,,,"1,923 Million USD"
HYUNDAI MARINE & FIRE INSURANCE," Financial Services, Insurance",1.736 Billion USD,,South Korea,,,,Not found,Not found,,,,,,"11,540 Million USD"
CANOO INC.," Consumer Cyclical, Automobile, Electric Vehicles",1.712 Billion USD,,USA,,,,Not found,Not found,,,,,,0 Million USD
DONGGUAN DEVELOPMENT (HOLDINGS)," Industries, Infrastructure",1.700 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
SHENZHEN INFOGEM TECHNOLOGIES," Technology, Software and IT Infrastructure",1.654 Billion USD,,China,,,,Not found,Not found,,,,,,173 Million USD
BITAUTO HOLDINGS," Communication Services, Software and IT, Technology, Software Products, Advertising","7,014",,China,,,,Not found,Not found,,,,,,Not found
"NANYA NEW MATERIAL TECHNOLOGY CO.,LTD"," Technology, Electronics",1.644 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
OCEANWIDE HOLDINGS," Real Estate, Conglomerate",1.637 Billion USD,,China,,,,Not found,Not found,,,,,,"2,171 Million USD"
SANRIO COMPANY," Consumer Cyclical, Retail",1.617 Billion USD,,Japan,,,,Not found,Not found,,,,,,385 Million USD
CRAYON GROUP HOLDING ASA," Technology, Software and IT",1.561 Billion USD,,Norway,,,,Not found,Not found,,,,,,Not found
GOPRO," Technology, Electronics, Cameras & Accessories, Consumer Electronics",1.536 Billion USD,,USA,,,,Not found,2002,,,,,,"1,161 Million USD"
DEPPON LOGISTICS," Industries, Logistics, Freight Transport",1.534 Billion USD,,China,,,,Not found,Not found,,,,,,"4,563 Million USD"
BLUE PRISM GROUP," Technology, Software and IT Infrastructure, Robotics",1.500 Billion USD,,UK,,,,Not found,Not found,,,,,,197 Million USD
HOME CONSORTIUM LIMITED, Real Estate,1.401 Billion USD,,Australia,,,,Not found,Not found,,,,,,10 Million USD
FATTAL HOLDINGS (1998) LTD," Consumer Cyclical, Hotels",1.366 Billion USD,,Israel,,,,Not found,1998,,,,,,931 Million USD
NCAB GROUP AB (PUBL)," Technology, Electronics, Capital Goods",1.335 Billion USD,,Sweden,,,,Not found,Not found,,,,,,303 Million USD
QINGDAO TIANNENG HEAVY INDUSTRIES," Industries, Industry Machinery",1.103 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
CG POWER AND INDUSTRIAL SOLUTIONS," Industries, Electrical Products",0.755 Billion USD,,India,,,,Not found,Not found,,,,,,686 Million USD
ALPHAWAVE IP GROUP PLC," Technology, Processors / Chips, Semiconductors, Technology Hardware and Instruments",3.030 Billion USD,,UK,,,,Not found,Not found,,,,,,Not found
HUYA," Communication Services, Technology, Entertainment",2.535 Billion USD,,China,,,,Not found,Not found,,,,,,"1,652 Million USD"
TRUSTPILOT GROUP PLC," Technology, Internet or Mobile App Based Business, Software and IT, Social Media",2.510 Billion USD,,Denmark,,,,Not found,Not found,,,,,,Not found
PROTAGONIST THERAPEUTICS," Healthcare, HealthCare Products, Biotechnology, Biopharmaceutical",2.306 Billion USD,,USA,,,,Not found,Not found,,,,,,27 Million USD
REPAY HOLDINGS CORPORATION," Technology, Software and IT Infrastructure",2.084 Billion USD,,USA,,,,Not found,2006,,,,,,219 Million USD
MIRAIT HOLDINGS CORPORATION," Industries, Engineering Services, Infrastructure, Conglomerate",2.040 Billion USD,,Japan,,,,Not found,Not found,,,,,,"3,432 Million USD"
AMANO CORPORATION," Technology, Technology Hardware and Instruments",1.903 Billion USD,,Japan,,,,Not found,Not found,,,,,,864 Million USD
CORTICEIRA AMORIM S.G.P.S," Basic Materials, Wood Products",1.862 Billion USD,,Portugal,,,,Not found,Not found,,,,,,Not found
DOUBLELINE INCOME SOLUTIONS FUND," Financial Services, Asset Management",1.826 Billion USD,,USA,,,,Not found,Not found,,,,,,361 Million USD
TIANGONG INTERNATIONAL COMPANY LIMITED," Basic Materials, Iron and Steel",1.824 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
CODEXIS," Healthcare, Biotechnology, Chemicals",1.747 Billion USD,,USA,,,,Not found,Not found,,,,,,104 Million USD
LISI," Industries, Aerospace and Defense",1.733 Billion USD,,France,,,,Not found,Not found,,,,,,"1,199 Million USD"
KYUSHU FINANCIAL GROUP," Financial Services, Banking Services",1.717 Billion USD,,Japan,,,,Not found,Not found,,,,,,"1,241 Million USD"
TOKYU REIT," Real Estate, Property Investments",1.710 Billion USD,,Japan,,,,Not found,Not found,,,,,,122 Million USD
CENTRAL EUROPEAN MEDIA ENTERPRISES," Communication Services, Broadcasting, Consumer Services","7,040",,Bermuda,,,,Not found,Not found,,,,,,Not found
COSMO ENERGY HOLDINGS," Energy, Oil and Gas",1.695 Billion USD,,Japan,,,,Not found,Not found,,,,,,"17,808 Million USD"
THOMSON MEDICAL GROUP," Hospitals, Healthcare Service",1.683 Billion USD,,Singapore,,,,Not found,Not found,,,,,,239 Million USD
LIBERTY HOLDINGS," Financial Services, Insurance",1.681 Billion USD,,South Africa,,,,Not found,Not found,,,,,,54 Million USD
LINTEC CORPORATION," Basic Materials, Paper and Pulp",1.634 Billion USD,,Japan,,,,Not found,1934,,,,,,"1,874 Million USD"
ELDORADO GOLD CORPORATION," Basic Materials, Mining, Gold Mining, Metals",1.603 Billion USD,,Canada,,,,Not found,Not found,,,,,,723 Million USD
PIPER JAFFRAY COMPANIES," Financial Services, Investments","7,045",,USA,,,,Not found,Not found,,,,,,Not found
RADWARE LTD.," Technology, Software and IT Infrastructure",1.561 Billion USD,,Israel,,,,Not found,Not found,,,,,,Not found
BEIJING URBAN CONSTRUCTION INVESTMENT & DEVELOPMENT, Real Estate,1.557 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
E.W. SCRIPPS COMPANY," Communication Services, Media, Advertising, Broadcasting, Consumer Services, Radio Broadcasting",1.529 Billion USD,,USA,,,,Not found,Not found,,,,,,"2,283 Million USD"
XINJIANG XINTAI NATURAL GAS," Utilities, Gas Utilities",1.416 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
RORZE CORPORATION," Technology, Semiconductors",1.352 Billion USD,,Japan,,,,Not found,Not found,,,,,,489 Million USD
DBG TECHNOLOGY," Technology, Electronics, Consumer Electronics",1.306 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
MAIRE TECNIMONT," Industries, Construction",1.289 Billion USD,,Italy,,,,Not found,Not found,,,,,,"2,843 Million USD"
ZHUZHOU TIMES NEW MATERIAL TECHNOLOGY," Basic Materials, Chemicals",1.278 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
CLIENT SERVICE INTERNATIONAL," Technology, Software and IT",1.257 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
SALCEF GROUP S.P.A.," Industries, Infrastructure, Railway Vehicles and Railway Components",1.232 Billion USD,,Italy,,,,Not found,Not found,,,,,,Not found
TELECOM PLUS," Utilities, Telecom, Internet Providers, Gas Utilities, Electric Utilities",1.139 Billion USD,,UK,,,,Not found,Not found,,,,,,"1,139 Million USD"
YANKER SHOP FOOD," Consumer Defensive, FMCG, Package Foods, Food Products",1.131 Billion USD,,China,,,,Not found,Not found,,,,,,332 Million USD
"SINENG ELECTRIC CO.,LTD."," Technology, Electronics",2.355 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
HYZON MOTORS INC.," Consumer Cyclical, Automobile",2.331 Billion USD,,USA,,,,Not found,Not found,,,,,,6 Million USD
STEICO SE," Basic Materials, Wood Products",1.958 Billion USD,,Germany,,,,Not found,Not found,,,,,,397 Million USD
NAKANISHI," Healthcare, Medical Equipment",1.923 Billion USD,,Japan,,,,Not found,Not found,,,,,,327 Million USD
TERVEYSTALO OYJ," Healthcare, Hospitals",1.854 Billion USD,,Finland,,,,Not found,Not found,,,,,,"1,154 Million USD"
NIBC HOLDING," Financial Services, Banking Services",1.248 Billion USD,,Netherlands,,,,Not found,Not found,,,,,,Not found
HEIWA CORPORATION," Consumer Cyclical, Gambling, Video Games / Mobile Games / Tech Games / Casino Games, Leisure",1.797 Billion USD,,Japan,,,,Not found,Not found,,,,,,887 Million USD
INDUSTRIAL LOGISTICS PROPERTIES TRUST," Real Estate, Consumer Services, Property Investments",1.797 Billion USD,,USA,,,,Not found,Not found,,,,,,219 Million USD
RUSSEL METALS," Industries, Iron and Steel",1.699 Billion USD,,Canada,,,,Not found,Not found,,,,,,"3,236 Million USD"
PT ACE HARDWARE INDONESIA TBK," Consumer Cyclical, Retail",1.690 Billion USD,,Indonesia,,,,Not found,Not found,,,,,,442 Million USD
NEXTERS INC.," Communication Services, Gaming",1.680 Billion USD,,Russia,,,,Not found,Not found,,,,,,Not found
DETERRA ROYALTIES LIMITED," Basic Materials, Mining",1.670 Billion USD,,Australia,,,,Not found,Not found,,,,,,183 Million USD
EDIFIER TECHNOLOGY," Technology, Electronics, Consumer Electronics",1.650 Billion USD,,China,,,,Not found,Not found,,,,,,Not found
CLARKSON," Industries, Shipping",1.634 Billion USD,,UK,,,,Not found,Not found,,,,,,522 Million USD
OXFORD INDUSTRIES," Consumer Cyclical, Apparels and Accessories, Textile, Consumer Non Durables",1.525 Billion USD,,USA,,,,Not found,Not found,,,,,,"1,142 Million USD"
INTER CARS S.A.," Consumer Cyclical, Automobile Parts",1.492 Billion USD,,Poland,,,,Not found,Not found,,,,,,Not found
HENAN DAYOU ENERGY CO. LTD," Energy, Coal Mining, Mining",1.420 Billion USD,,China,,,,Not found,Not found,,,,,,"1,151 Million USD"
SUPERMARKET INCOME REIT," Retail, Property Investments, Commercial Properties",1.343 Billion USD,,UK,,,,Not found,Not found,,,,,,101 Million USD
TELKOM SA SOC," Communication Services, Telecom",1.324 Billion USD,,South Africa,,,,Not found,Not found,,,,,,"2,545 Million USD"
